RouteHistoryFullBkup,3,,,
Group,,,,
GroupColor,,,,
Tag,,,,
LogHeader,,,1,
LogTag,,,,
tp,38.0891127,-121.6384666,2025-01-08T19:02:23Z,-34.57982579
tp,38.0891921,-121.6385023,2025-01-08T19:02:29Z,-34.53032303
tp,38.0892757,-121.6385044,2025-01-08T19:02:35Z,-35.0118724
tp,38.0893535,-121.6385148,2025-01-08T19:02:41Z,-35.07398775
tp,38.0894268,-121.6385474,2025-01-08T19:02:47Z,-35.1181625
tp,38.0894757,-121.6386054,2025-01-08T19:02:53Z,-35.15012853
tp,38.0894468,-121.6386796,2025-01-08T19:02:59Z,-34.91556985
tp,38.0894112,-121.638733,2025-01-08T19:03:03Z,-34.79787741
tp,38.0893915,-121.6388188,2025-01-08T19:03:08Z,-34.74070399
tp,38.0894154,-121.6388973,2025-01-08T19:03:14Z,-34.7023335
tp,38.089465,-121.638923,2025-01-08T19:03:18Z,-34.61951947
tp,38.0895466,-121.6389253,2025-01-08T19:03:23Z,-34.63866183
tp,38.0895942,-121.6389192,2025-01-08T19:03:26Z,-34.81233876
tp,38.08964,-121.6389176,2025-01-08T19:03:29Z,-34.69807249
tp,38.089689,-121.6389118,2025-01-08T19:03:32Z,-34.3661015
tp,38.0897676,-121.6389329,2025-01-08T19:03:38Z,-34.57687576
tp,38.0898127,-121.6389745,2025-01-08T19:03:41Z,-34.31630359
tp,38.0898394,-121.639053,2025-01-08T19:03:47Z,-34.1204411
tp,38.0898343,-121.6391566,2025-01-08T19:03:53Z,-34.13479907
tp,38.0897918,-121.6392465,2025-01-08T19:03:59Z,-33.9268859
tp,38.0897522,-121.6392823,2025-01-08T19:04:02Z,-33.98109611
tp,38.0897111,-121.6393147,2025-01-08T19:04:05Z,-34.07215713
tp,38.0896673,-121.6393408,2025-01-08T19:04:08Z,-34.30606383
tp,38.089618,-121.6393626,2025-01-08T19:04:11Z,-34.12573869
tp,38.0895735,-121.6393837,2025-01-08T19:04:14Z,-33.89559278
tp,38.0895262,-121.6394657,2025-01-08T19:04:20Z,-33.95691651
tp,38.0895808,-121.6395176,2025-01-08T19:04:26Z,-33.75591581
